label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87
0.0,0.0,0.0,0.0,-34.4842529296875,-18.591552734375,-0.027633264660835266,-60.036865234375,-48.941131591796875,-0.0418468713760376,-77.22438049316406,-76.78704833984375,-0.05342169478535652,-93.28292846679688,-100.01126098632812,-0.06397802382707596,-26.55450439453125,-98.80148315429688,-0.017420539632439613,-35.213592529296875,-136.10906982421875,-0.03253968805074692,-39.764404296875,-158.2252655029297,-0.046229198575019836,-42.393951416015625,-178.6668701171875,-0.05728931725025177,-1.941802978515625,-101.2401123046875,-0.018126416951417923,-2.2742919921875,-142.11802673339844,-0.02945372648537159,-2.85791015625,-166.98939514160156,-0.04082999378442764,-3.7164306640625,-188.2342529296875,-0.05040910094976425,19.807830810546875,-93.75881958007812,-0.02321290411055088,29.22625732421875,-130.6812744140625,-0.0377807654440403,34.541717529296875,-154.93441772460938,-0.04699249938130379,37.890533447265625,-177.4243621826172,-0.05420350655913353,38.96533203125,-79.49710083007812,-0.030997978523373604,50.823089599609375,-107.49038696289062,-0.04449886083602905,57.885772705078125,-126.11991882324219,-0.0490526482462883,63.015289306640625,-144.9982147216797,-0.05260050669312477,93.68241119384766,125.71974182128906,152.31304931640625,162.64366149902344,39.84326171875,80.29409790039062,110.65570831298828,42.9882926940918,79.51400756835938,41.02082824707031,2.765054941177368,2.994791030883789,3.0896198749542236,3.1070919036865234,3.1164631843566895,3.066591739654541,3.130549430847168,3.1262640953063965,3.124663829803467,3.1000325679779053,3.1075878143310547,3.073654890060425,3.086536407470703,3.103285789489746,3.0445327758789062
0.0,0.0,0.0,0.0,-34.6732177734375,-17.7913818359375,-0.02801366150379181,-60.422882080078125,-48.1805419921875,-0.04210103675723076,-77.61660766601562,-76.2762451171875,-0.05345422774553299,-93.59915161132812,-99.16738891601562,-0.0637844055891037,-27.234954833984375,-97.98928833007812,-0.017851194366812706,-35.690582275390625,-135.13232421875,-0.033298391848802567,-40.16162109375,-157.37818908691406,-0.047136884182691574,-42.639984130859375,-177.86863708496094,-0.058302007615566254,-2.617340087890625,-100.80657958984375,-0.01828361488878727,-3.078887939453125,-141.64476013183594,-0.02999771013855934,-3.688385009765625,-166.5546875,-0.041519977152347565,-4.4591064453125,-187.97389221191406,-0.05113263055682182,19.256103515625,-93.57870483398438,-0.023121124133467674,28.34063720703125,-130.60145568847656,-0.038338467478752136,33.80401611328125,-154.65277099609375,-0.04778771474957466,37.286651611328125,-176.9738006591797,-0.05498797446489334,38.70758056640625,-79.48770141601562,-0.030637819319963455,50.275299072265625,-107.611083984375,-0.044896602630615234,57.124053955078125,-126.3408203125,-0.04983150213956833,61.960479736328125,-145.33551025390625,-0.05352477729320526,93.75885009765625,125.82743072509766,152.2659912109375,162.26612854003906,39.495513916015625,79.93164825439453,109.54296112060547,43.170711517333984,78.92777252197266,40.12205505371094,2.747823476791382,2.987823724746704,3.081249713897705,3.094331979751587,3.116093635559082,3.0636188983917236,3.1269359588623047,3.128431558609009,3.130089521408081,3.103912115097046,3.1243393421173096,3.073004722595215,3.078655481338501,3.1019248962402344,3.040356159210205
0.0,0.0,0.0,0.0,-34.59735107421875,-18.1295166015625,-0.02719976380467415,-60.706268310546875,-48.299957275390625,-0.04058704152703285,-77.82962036132812,-75.88528442382812,-0.05127032846212387,-93.21090698242188,-98.5736083984375,-0.060997094959020615,-27.2711181640625,-98.03799438476562,-0.017628692090511322,-35.88818359375,-135.41650390625,-0.03296564146876335,-40.39141845703125,-157.6836395263672,-0.04679539054632187,-42.757537841796875,-178.20423889160156,-0.05796518921852112,-2.48077392578125,-100.7398681640625,-0.018257662653923035,-3.044097900390625,-141.535888671875,-0.029976531863212585,-3.429046630859375,-166.27996826171875,-0.04166501387953758,-3.908477783203125,-187.2807159423828,-0.051430441439151764,19.460540771484375,-93.47927856445312,-0.023187773302197456,28.68359375,-130.41183471679688,-0.03845229744911194,33.981201171875,-154.41983032226562,-0.04826192185282707,37.327789306640625,-176.45904541015625,-0.05572391673922539,38.8319091796875,-79.34539794921875,-0.030685637146234512,50.5859375,-107.1439208984375,-0.04516560956835747,57.313812255859375,-125.7432861328125,-0.0504489503800869,62.010284423828125,-144.5470428466797,-0.05435388535261154,94.26866149902344,125.87245178222656,152.00819396972656,161.8863067626953,39.895263671875,80.10433959960938,110.04137420654297,42.63259506225586,78.55857849121094,40.343544006347656,2.7668263912200928,2.9837677478790283,3.101357936859131,3.096859931945801,3.1145594120025635,3.056844472885132,3.1307730674743652,3.139832019805908,3.1343255043029785,3.1021177768707275,3.1140525341033936,3.0751078128814697,3.0864877700805664,3.0886423587799072,3.0392649173736572
0.0,0.0,0.0,0.0,-34.62261962890625,-18.15478515625,-0.027714282274246216,-60.189910888671875,-48.347503662109375,-0.04163854569196701,-77.43637084960938,-76.12350463867188,-0.052886784076690674,-93.28732299804688,-98.87939453125,-0.0631444901227951,-27.102020263671875,-98.05307006835938,-0.01769835315644741,-35.861114501953125,-135.37696838378906,-0.03310680761933327,-40.5491943359375,-157.6871795654297,-0.04697417467832565,-43.05401611328125,-178.31045532226562,-0.05815843492746353,-2.55926513671875,-100.86746215820312,-0.018132366240024567,-3.24310302734375,-141.63938903808594,-0.029739664867520332,-3.643310546875,-166.45277404785156,-0.041199568659067154,-4.0904541015625,-187.7182159423828,-0.050762780010700226,19.376861572265625,-93.62344360351562,-0.022924434393644333,28.57562255859375,-130.45681762695312,-0.037982068955898285,34.020294189453125,-154.56915283203125,-0.04741516336798668,37.591644287109375,-176.8019256591797,-0.05459088087081909,38.80352783203125,-79.48471069335938,-0.030381150543689728,50.565704345703125,-107.334716796875,-0.04452308267354965,57.39971923828125,-125.88140869140625,-0.04941672831773758,62.32208251953125,-144.64279174804688,-0.05303337424993515,93.98233032226562,125.8905029296875,152.31948852539062,162.19918823242188,40.083229064941406,80.6597671508789,110.62384033203125,43.08784866333008,79.1588134765625,40.56851577758789,2.756378412246704,2.9946115016937256,3.0888307094573975,3.102431535720825,3.1182055473327637,3.0553395748138428,3.133002519607544,3.140902042388916,3.1367099285125732,3.1009421348571777,3.118938446044922,3.0787863731384277,3.0870532989501953,3.09501576423645,3.045137405395508
0.0,0.0,0.0,0.0,-34.10150146484375,-18.64215087890625,-0.02702917531132698,-59.196533203125,-48.56524658203125,-0.04104188457131386,-76.57649230957031,-75.86407470703125,-0.052556756883859634,-91.93533325195312,-98.8870849609375,-0.06318802386522293,-26.2952880859375,-97.708740234375,-0.01757475733757019,-35.055267333984375,-134.5822296142578,-0.03372059389948845,-39.70855712890625,-156.6486358642578,-0.048149287700653076,-42.193572998046875,-177.1200714111328,-0.05960502102971077,-1.60968017578125,-100.46316528320312,-0.018467631191015244,-2.016326904296875,-141.1642303466797,-0.030741453170776367,-2.554168701171875,-166.0186004638672,-0.042772769927978516,-3.213409423828125,-187.5814666748047,-0.052664101123809814,20.334930419921875,-93.160400390625,-0.02363934926688671,29.530242919921875,-129.79345703125,-0.03904929757118225,34.837554931640625,-154.0535430908203,-0.04867799952626228,38.118408203125,-176.51019287109375,-0.05594645440578461,39.56951904296875,-78.88055419921875,-0.03138159587979317,51.352386474609375,-106.40322875976562,-0.04543691873550415,58.1929931640625,-124.88641357421875,-0.05011899769306183,63.015716552734375,-143.55316162109375,-0.05360598862171173,92.7072982788086,125.45227813720703,151.45733642578125,161.26031494140625,40.35955810546875,80.31429290771484,110.43428802490234,42.78892517089844,79.5285415649414,41.30426025390625,2.76894474029541,3.010662078857422,3.120224714279175,3.1119468212127686,3.116177797317505,3.0545578002929688,3.1355528831481934,3.1299502849578857,3.132655620574951,3.1105692386627197,3.1110377311706543,3.071288585662842,3.0811409950256348,3.091552257537842,3.039956569671631
0.0,0.0,0.0,0.0,-34.300018310546875,-17.957794189453125,-0.027627995237708092,-60.055999755859375,-47.89630126953125,-0.04146767035126686,-77.22918701171875,-75.74844360351562,-0.05262981727719307,-92.35794067382812,-99.03265380859375,-0.06275572627782822,-26.42742919921875,-97.43603515625,-0.017589030787348747,-35.27740478515625,-134.60580444335938,-0.03328026086091995,-39.590484619140625,-156.9042205810547,-0.04730471223592758,-41.677978515625,-177.48989868164062,-0.058493148535490036,-1.805419921875,-100.2432861328125,-0.01789727807044983,-2.29522705078125,-140.98036193847656,-0.02956973761320114,-2.73974609375,-165.8916473388672,-0.04106917604804039,-3.424713134765625,-187.2695770263672,-0.050593968480825424,20.066802978515625,-93.044921875,-0.022567663341760635,29.142547607421875,-129.80545043945312,-0.037548426538705826,34.454925537109375,-154.01522827148438,-0.04667310044169426,37.78546142578125,-176.3197021484375,-0.05355204641819,39.391357421875,-78.9898681640625,-0.02989448420703411,50.9930419921875,-106.76345825195312,-0.04384048655629158,57.899078369140625,-125.27044677734375,-0.048395536839962006,62.886962890625,-143.93551635742188,-0.05169914662837982,93.40234375,125.27918243408203,151.36245727539062,161.6083221435547,39.48359680175781,79.47205352783203,109.8167724609375,42.64010238647461,79.21539306640625,40.97341537475586,2.763547658920288,2.983675956726074,3.1179192066192627,3.110481023788452,3.0989158153533936,3.051586627960205,3.1356124877929688,3.1357741355895996,3.127394437789917,3.1119630336761475,3.1155521869659424,3.0738086700439453,3.074685573577881,3.1030547618865967,3.045567750930786
0.0,0.0,0.0,0.0,-33.450927734375,-18.34912109375,-0.026290839537978172,-59.145355224609375,-48.809295654296875,-0.03919799253344536,-76.56767272949219,-76.17251586914062,-0.04952679201960564,-92.06053161621094,-99.0225830078125,-0.058914728462696075,-25.859619140625,-98.02395629882812,-0.016930222511291504,-34.69866943359375,-135.26805114746094,-0.0320325642824173,-38.952789306640625,-157.2769317626953,-0.04562836140394211,-40.9449462890625,-177.6375274658203,-0.056546278297901154,-1.28289794921875,-100.71383666992188,-0.017740493640303612,-1.888824462890625,-141.6121063232422,-0.02897265926003456,-2.114654541015625,-166.34852600097656,-0.04020154848694801,-2.570068359375,-187.24871826171875,-0.04957685247063637,20.659149169921875,-93.35455322265625,-0.022762395441532135,29.5748291015625,-130.2608184814453,-0.03745068609714508,34.845062255859375,-154.2237091064453,-0.046766117215156555,38.205352783203125,-176.32859802246094,-0.05385909602046013,40.0213623046875,-79.13180541992188,-0.030287891626358032,51.531494140625,-106.91738891601562,-0.04406367242336273,58.2945556640625,-125.36393737792969,-0.04879669472575188,63.106597900390625,-144.046142578125,-0.05230395123362541,93.77159881591797,125.66779327392578,151.4774627685547,161.56719970703125,39.560157775878906,79.16112518310547,109.33940124511719,42.21236801147461,78.61225891113281,40.770442962646484,2.7732491493225098,3.0078327655792236,3.112745761871338,3.116672992706299,3.0995123386383057,3.048189640045166,3.139409065246582,3.1358983516693115,3.12893009185791,3.122347116470337,3.1210439205169678,3.0759665966033936,3.0660789012908936,3.100275754928589,3.042273998260498
0.0,0.0,0.0,0.0,-33.78265380859375,-18.451934814453125,-0.026881728321313858,-59.359954833984375,-48.218780517578125,-0.040553003549575806,-76.434326171875,-75.68072509765625,-0.051690515130758286,-91.32070922851562,-99.14181518554688,-0.06187025457620621,-25.63092041015625,-97.39178466796875,-0.01717076450586319,-34.650848388671875,-134.7206268310547,-0.03266223147511482,-39.354400634765625,-157.1087188720703,-0.046476781368255615,-41.816192626953125,-177.52093505859375,-0.05753948539495468,-1.266815185546875,-100.03878784179688,-0.01805860549211502,-1.664764404296875,-141.4346923828125,-0.02985253557562828,-1.943389892578125,-166.50955200195312,-0.04145671799778938,-2.35107421875,-187.69573974609375,-0.05104626715183258,20.456207275390625,-92.77072143554688,-0.02326047793030739,29.653900146484375,-129.98731994628906,-0.038429487496614456,35.020751953125,-154.33575439453125,-0.04807410389184952,38.4033203125,-176.7655487060547,-0.055417951196432114,39.728790283203125,-78.57171630859375,-0.031015248969197273,51.597320556640625,-106.36849975585938,-0.04514358192682266,58.610504150390625,-124.90164184570312,-0.05007866024971008,63.499420166015625,-143.61993408203125,-0.05378793179988861,92.70374298095703,125.52845764160156,151.17462158203125,161.08251953125,40.75564193725586,80.22306823730469,110.63749694824219,42.194664001464844,79.23991394042969,41.574581146240234,2.7805564403533936,2.988006353378296,3.1324446201324463,3.1213388442993164,3.1115829944610596,3.054537296295166,3.1385629177093506,3.1399731636047363,3.1334586143493652,3.116337776184082,3.116257667541504,3.0743229389190674,3.076986074447632,3.0998079776763916,3.035310983657837
0.0,0.0,0.0,0.0,-33.67474365234375,-18.3333740234375,-0.027189986780285835,-59.228118896484375,-48.0458984375,-0.04108143970370293,-76.5360107421875,-75.4993896484375,-0.0523841492831707,-91.31298828125,-99.04937744140625,-0.06265809386968613,-25.7177734375,-97.33148193359375,-0.017557606101036072,-34.795562744140625,-134.62930297851562,-0.03335164487361908,-39.506195068359375,-157.00511169433594,-0.04738625884056091,-41.866668701171875,-177.41561889648438,-0.0585581474006176,-1.3150634765625,-100.036376953125,-0.018258225172758102,-1.805511474609375,-141.23486328125,-0.03017818182706833,-2.110321044921875,-166.28504943847656,-0.04181736707687378,-2.52081298828125,-187.48707580566406,-0.05144209414720535,20.46026611328125,-92.854248046875,-0.023298459127545357,29.46734619140625,-129.92999267578125,-0.038417574018239975,34.847015380859375,-154.152587890625,-0.047874026000499725,38.274627685546875,-176.48399353027344,-0.055085714906454086,39.715057373046875,-78.71148681640625,-0.03094675950706005,51.476531982421875,-106.4927978515625,-0.04498303681612015,58.43890380859375,-125.01083374023438,-0.04980761185288429,63.308807373046875,-143.7257080078125,-0.053410183638334274,92.66178131103516,125.3207015991211,150.9604949951172,160.94680786132812,40.61441421508789,80.14671325683594,110.43953704833984,42.25323486328125,79.04806518554688,41.228816986083984,2.7796318531036377,2.993814706802368,3.139409065246582,3.1220061779022217,3.110339403152466,3.0492372512817383,3.140300750732422,3.1415927410125732,3.134399890899658,3.120155096054077,3.1218185424804688,3.0753486156463623,3.0747792720794678,3.1007401943206787,3.0365350246429443
0.0,0.0,0.0,0.0,-34.2589111328125,-17.649169921875,-0.027632173150777817,-60.3546142578125,-47.942169189453125,-0.04126106947660446,-77.853759765625,-75.96963500976562,-0.05218767374753952,-93.571044921875,-98.70541381835938,-0.06212415173649788,-27.03607177734375,-97.21969604492188,-0.017711879685521126,-35.92510986328125,-134.56246948242188,-0.03327277675271034,-40.388824462890625,-157.11724853515625,-0.04723561927676201,-42.6627197265625,-177.69676208496094,-0.05848787724971771,-2.347137451171875,-100.01498413085938,-0.018052849918603897,-2.85546875,-140.8175811767578,-0.029714589938521385,-3.284332275390625,-165.8502655029297,-0.04129880666732788,-3.85150146484375,-187.01593017578125,-0.051009733229875565,19.601898193359375,-92.9208984375,-0.022754017263650894,28.77996826171875,-129.55294799804688,-0.03759518265724182,34.00469970703125,-153.7941131591797,-0.04703553766012192,37.30767822265625,-176.07337951660156,-0.05433778837323189,38.968475341796875,-78.92767333984375,-0.03012085147202015,50.684783935546875,-106.51040649414062,-0.0440116710960865,57.45220947265625,-124.99024963378906,-0.048903316259384155,62.221954345703125,-143.6688690185547,-0.05262820050120354,93.97494506835938,125.89020538330078,152.03631591796875,162.1516876220703,39.91437911987305,79.98686981201172,110.26646423339844,42.58893585205078,79.02322387695312,40.87509536743164,2.757606267929077,2.988629102706909,3.094864845275879,3.1040451526641846,3.1032826900482178,3.0562591552734375,3.130581855773926,3.136909246444702,3.131925106048584,3.1040022373199463,3.1083807945251465,3.0764904022216797,3.084653615951538,3.090956449508667,3.0405704975128174
