0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0.0,0.0,0.0,-0.0026669204235076904,-0.053670406341552734,-0.00921015326228769,0.02053031325340271,-0.11386227607727051,-0.012308396178454473,0.050493329763412476,-0.1499210000038147,-0.015225659835309102,0.07253757119178772,-0.17287224531173706,-0.01585348952856691,0.06773093342781067,-0.09695976972579956,-0.0002666921477469941,0.09074923396110535,-0.10300189256668091,-0.011028234626323297,0.08056554198265076,-0.09637618064880371,-0.01988321986344488,0.06753769516944885,-0.08952313661575317,-0.024333813007146432,0.08103486895561218,-0.06777781248092651,-3.867271287560925e-05,0.10270318388938904,-0.07597529888153076,-0.008186151984304502,0.0940828025341034,-0.07068264484405518,-0.013988095115095689,0.08134028315544128,-0.06093156337738037,-0.016528337042004182,0.08932343125343323,-0.03842580318450928,-0.001673824515350475,0.11065742373466492,-0.04632604122161865,-0.01011951618191631,0.10438945889472961,-0.04110175371170044,-0.01052808739540012,0.09311142563819885,-0.03234422206878662,-0.008637651580542638,0.09327659010887146,-0.00997692346572876,-0.004142399191081836,0.11376520991325378,-0.01660287380218506,-0.011275924521655156,0.11067661643028259,-0.010729312896728516,-0.00990296505686672,0.10319563746452332,-0.00200653076171875,-0.0061512522056403895,0.08392847292161965,3
0.0,0.0,0.0,0.012637883424758911,-0.05188882350921631,-0.012815985869394808,0.044505178928375244,-0.11258035898208618,-0.02237045768998769,0.07460629940032959,-0.15500754117965698,-0.02879796181224492,0.097007155418396,-0.19168782234191895,-0.03419928815566209,0.031417906284332275,-0.10350435972213745,-0.0390224848350158,0.07403057813644409,-0.12606477737426758,-0.053838158067094355,0.10378295183181763,-0.1336202621459961,-0.05909075033270028,0.12539392709732056,-0.14042800664901733,-0.061479060020076304,0.03022792935371399,-0.06241065263748169,-0.04042515721522477,0.08249711990356445,-0.08086597919464111,-0.051437856670247584,0.11541712284088135,-0.08442777395248413,-0.0520057809015384,0.13817453384399414,-0.08664244413375854,-0.05267520066701081,0.031150370836257935,-0.013164818286895752,-0.04129663300119546,0.08325791358947754,-0.024714112281799316,-0.053899088915216,0.11219245195388794,-0.02354907989501953,-0.05187392052613404,0.1301853060722351,-0.023905932903289795,-0.0494401250442138,0.03463393449783325,0.036123037338256836,-0.04221899252735284,0.07890939712524414,0.03424215316772461,-0.05440256934963372,0.10095185041427612,0.03761559724807739,-0.05301562514506486,0.11545056104660034,0.03704637289047241,-0.0503607448598018,0.06463407355409467,3
0.0,0.0,0.0,0.011067122220993042,-0.05545377731323242,-0.0045922621168514866,0.04488629102706909,-0.11989843845367432,-0.01561950231123177,0.07462120056152344,-0.16871070861816406,-0.02708930513042418,0.0972331166267395,-0.21583199501037598,-0.03737821234542338,0.0462532639503479,-0.1285492181777954,-0.036772539747538247,0.11292266845703125,-0.1467907428741455,-0.06366212843138186,0.12517231702804565,-0.13000893592834473,-0.0773581358619353,0.11599671840667725,-0.12045401334762573,-0.08285679100233523,0.0466688871383667,-0.09074521064758301,-0.047892616970123925,0.12874269485473633,-0.10745638608932495,-0.06919408766705004,0.1264258623123169,-0.08494865894317627,-0.0708794238992354,0.10273545980453491,-0.0722728967666626,-0.0702923479505202,0.0490841269493103,-0.0395963191986084,-0.058559356165709175,0.1307615041732788,-0.0525091290473938,-0.07404572693783251,0.11705976724624634,-0.029466569423675537,-0.06166587202030627,0.0889965295791626,-0.019612491130828857,-0.05218637539226023,0.05209004878997803,0.01612067222595215,-0.06951639233309237,0.11545377969741821,0.007200956344604492,-0.08007305292564837,0.10224771499633789,0.019292116165161133,-0.06947959391552416,0.07656067609786987,0.02473008632659912,-0.060433039350094475,0.10731883923370082,3
0.0,0.0,0.0,0.012305527925491333,-0.05898529291152954,-0.0025573424413742885,0.04660198092460632,-0.12581121921539307,-0.013881941826635824,0.07514181733131409,-0.17447686195373535,-0.025772786268586145,0.09633591771125793,-0.22087222337722778,-0.034944650286430345,0.055024296045303345,-0.13412362337112427,-0.03888463279008292,0.13191482424736023,-0.15375381708145142,-0.06444489260911368,0.12684503197669983,-0.12454009056091309,-0.07342255910634421,0.10286262631416321,-0.10841083526611328,-0.07511719366311453,0.05460008978843689,-0.09614342451095581,-0.05024498751162909,0.14252695441246033,-0.11185121536254883,-0.06922455182074927,0.12947377562522888,-0.08362245559692383,-0.06533224930762671,0.10086700320243835,-0.070309579372406,-0.06122637217640303,0.05566874146461487,-0.04628312587738037,-0.0613470604062023,0.1390644609928131,-0.05791062116622925,-0.07460408707856558,0.12172815203666687,-0.0348055362701416,-0.05924658527373694,0.09532824158668518,-0.02722829580307007,-0.04868692209720038,0.056301623582839966,0.00796574354171753,-0.07251959344148062,0.12377247214317322,0.00031197071075439453,-0.08003058334588431,0.10805109143257141,0.012510538101196289,-0.0677586798906269,0.08187934756278992,0.016084015369415283,-0.058641572052234636,0.11959931012517395,3
0.0,0.0,0.0,0.013724058866500854,-0.06612181663513184,-0.002121370347424545,0.05174335837364197,-0.1424306035041809,-0.012528796276285448,0.08049806952476501,-0.19740349054336548,-0.023915512083306112,0.0911165177822113,-0.24898052215576172,-0.032044440103902616,0.05477610230445862,-0.14715343713760376,-0.034758425845041074,0.13472893834114075,-0.16751134395599365,-0.060617830200328626,0.12762901186943054,-0.13496828079223633,-0.06977973092926959,0.10309961438179016,-0.11819946765899658,-0.07143706042899112,0.05442497134208679,-0.10730820894241333,-0.04611373652352313,0.1454273760318756,-0.12358951568603516,-0.06450802047385196,0.13036778569221497,-0.09395617246627808,-0.05966252793206195,0.10141977667808533,-0.08118242025375366,-0.05486525182260493,0.056696146726608276,-0.05794370174407959,-0.05775234435333232,0.14214864373207092,-0.06929826736450195,-0.07031039108170489,0.12422707676887512,-0.04544401168823242,-0.054406076265706815,0.0982220470905304,-0.03815114498138428,-0.04333973263038615,0.06060752272605896,-0.004770398139953613,-0.06965041865242938,0.13016584515571594,-0.013278543949127197,-0.07457546104325274,0.11400702595710754,0.0007882118225097656,-0.061445705188646116,0.08803674578666687,0.0040059685707092285,-0.05226652283801059,0.1371096544940482,3
0.0,0.0,0.0,0.014178872108459473,-0.06829774379730225,0.0002617721995932243,0.05067673325538635,-0.1453108787536621,-0.007911510175034664,0.07868286967277527,-0.20000571012496948,-0.017770472323462627,0.0927487313747406,-0.251567006111145,-0.02415726461069312,0.05741032958030701,-0.16142702102661133,-0.026185171088144443,0.13802996277809143,-0.17335641384124756,-0.050302530979678295,0.129271000623703,-0.14107882976531982,-0.05877766326622691,0.10456386208534241,-0.12577903270721436,-0.06040103301958766,0.05889412760734558,-0.12202847003936768,-0.03836949110583987,0.14972427487373352,-0.1342153549194336,-0.055959209209248684,0.13418170809745789,-0.10454410314559937,-0.051968387668893,0.10631963610649109,-0.09334629774093628,-0.04764359012798991,0.062223583459854126,-0.07376831769943237,-0.05098218411760058,0.14537838101387024,-0.08134520053863525,-0.06300006747798648,0.127944678068161,-0.057392656803131104,-0.04849045664624896,0.102895587682724,-0.05290579795837402,-0.03831772819714274,0.066385418176651,-0.02107793092727661,-0.06371797562198367,0.13500306010246277,-0.028034865856170654,-0.06717225105123248,0.11882290244102478,-0.0122794508934021,-0.054074502890870235,0.09328880906105042,-0.0098305344581604,-0.04498371422843661,0.13143752247837812,3
0.0,0.0,0.0,0.015035897493362427,-0.07062089443206787,0.0009962146140054529,0.05202353000640869,-0.14899230003356934,-0.006201727970747584,0.07901769876480103,-0.20636999607086182,-0.015318017642258042,0.08883190155029297,-0.2583683133125305,-0.0213894212648853,0.06146472692489624,-0.16910111904144287,-0.021940661783574456,0.1382182240486145,-0.17934554815292358,-0.04441995006358468,0.1342564821243286,-0.14361906051635742,-0.05315531622922265,0.11344379186630249,-0.12534797191619873,-0.05547520350968682,0.06309282779693604,-0.13159513473510742,-0.03394674342429482,0.15059536695480347,-0.136710524559021,-0.04831351172482812,0.13814562559127808,-0.105110764503479,-0.0446126854077562,0.11269938945770264,-0.09500658512115479,-0.04174290057575547,0.06539332866668701,-0.08422482013702393,-0.04645917769825303,0.14727020263671875,-0.08412331342697144,-0.056940524096845024,0.13102823495864868,-0.060254693031311035,-0.04362508487260186,0.10689812898635864,-0.0570257306098938,-0.03496197443759286,0.06773567199707031,-0.03226655721664429,-0.05902864244139039,0.13609784841537476,-0.034127771854400635,-0.06169943344151818,0.12081676721572876,-0.018399834632873535,-0.0489914884821161,0.0954580307006836,-0.016620635986328125,-0.040403237755654686,0.13950626122638357,3
0.0,0.0,0.0,0.01661643385887146,-0.07392239570617676,0.003397454408528233,0.05026569962501526,-0.15064531564712524,-0.002703447226835465,0.07378849387168884,-0.20551395416259766,-0.011416533595351552,0.08748242259025574,-0.2537686824798584,-0.017168635135917043,0.0641339123249054,-0.17469698190689087,-0.016811865946678495,0.13889804482460022,-0.1762404441833496,-0.03741696254017768,0.13305631279945374,-0.14596980810165405,-0.04503272250893531,0.1119479238986969,-0.13185423612594604,-0.04691068232658324,0.06550237536430359,-0.13659948110580444,-0.029185091710118627,0.14969250559806824,-0.13478070497512817,-0.04269479737284598,0.13706710934638977,-0.10650986433029175,-0.039168754225997304,0.11309292912483215,-0.10019147396087646,-0.03659711927774367,0.06823202967643738,-0.08979761600494385,-0.04197277278306899,0.14876839518547058,-0.08522921800613403,-0.05281590819957671,0.13346102833747864,-0.06267231702804565,-0.041172688460378026,0.10969123244285583,-0.061533987522125244,-0.03326258957984862,0.07136276364326477,-0.03859066963195801,-0.05447669476869521,0.13954469561576843,-0.037129223346710205,-0.057229904091386175,0.12490430474281311,-0.021459639072418213,-0.045662024623183584,0.09989133477210999,-0.02116537094116211,-0.03758921623828826,0.12785258055724227,3
0.0,0.0,0.0,0.015344858169555664,-0.0746878981590271,0.0026798244850141373,0.0480617880821228,-0.15094852447509766,-0.003499459586535636,0.07144451141357422,-0.20506948232650757,-0.011988839013000074,0.08578509092330933,-0.2513415813446045,-0.01736576563628489,0.06670147180557251,-0.1756489872932434,-0.01635631813617522,0.14126169681549072,-0.16991859674453735,-0.036414998461921755,0.13318181037902832,-0.1408643126487732,-0.04368494718285376,0.11135363578796387,-0.12864679098129272,-0.045490636368711534,0.06911247968673706,-0.13769084215164185,-0.028194502805789057,0.1519438624382019,-0.1294245719909668,-0.04116922884198004,0.13734108209609985,-0.10248124599456787,-0.0375210297009545,0.11305379867553711,-0.09869468212127686,-0.03496270521493727,0.07223236560821533,-0.09067785739898682,-0.040491468151529375,0.14985156059265137,-0.08203780651092529,-0.05116590379687125,0.1328723430633545,-0.061160266399383545,-0.04014971374483878,0.10864728689193726,-0.06238001585006714,-0.03270033641668135,0.07506626844406128,-0.039832472801208496,-0.05253114446016127,0.13992631435394287,-0.03654664754867554,-0.05539135529609496,0.12391877174377441,-0.021275639533996582,-0.04433451860161597,0.09869438409805298,-0.021883726119995117,-0.03651727630706603,0.1284475395735885,3
0.0,0.0,0.0,0.015825599431991577,-0.07264769077301025,-0.00021488383796963717,0.05018332600593567,-0.1493101716041565,-0.007092695056115872,0.07298949360847473,-0.20432233810424805,-0.015934651090418583,0.08534607291221619,-0.2515307664871216,-0.021818732215677983,0.07048210501670837,-0.17570281028747559,-0.016949034600173718,0.1481187641620636,-0.15858811140060425,-0.037538984163319356,0.14116963744163513,-0.1319538950920105,-0.04561084259918857,0.12199345231056213,-0.12507134675979614,-0.04830327381066013,0.07102254033088684,-0.13945651054382324,-0.027677827818905598,0.15659436583518982,-0.12093305587768555,-0.042495549960648304,0.13991466164588928,-0.09645968675613403,-0.03985970590881038,0.11428675055503845,-0.09670442342758179,-0.03749623273185421,0.07253894209861755,-0.09379726648330688,-0.03917246807984043,0.15080800652503967,-0.07800030708312988,-0.051416368527924305,0.13253840804100037,-0.05770152807235718,-0.04114668939880062,0.1078965961933136,-0.06099778413772583,-0.03357609112433124,0.07421949505805969,-0.04448390007019043,-0.050729696943079716,0.13991734385490417,-0.036911964416503906,-0.054895808293139225,0.12358668446540833,-0.021131038665771484,-0.044572488709007985,0.098473459482193,-0.022246181964874268,-0.036844031258141285,0.13429983692482472,3
